,Unnamed: 0,Unnamed: 0.1,GameNum,Date,Time,SeatNum,Round,Player,StartStack,CurrentStack,Action,Amount,AllIn,CurrentBet,CurrentPot,InvestedThisRound,NumPlayersLeft,SmallBlind,BigBlind,Table,Dealer,NumPlayers,LenBoard,HoleCard1,HoleCard2,Board1,Board2,Board3,Board4,Board5,SeatRelDealer,BasicAction,bet,blind,call,check,deadblind,fold,raise,IsAgg,IsPas
1035190,1035191,1035191,ftp-26325755306,2009-07-02,17:40:07,6,Preflop,NPiiSSyohKGe47CZqe88NA,116.44,116.44,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
1035191,1035192,1035192,ftp-26325755306,2009-07-02,17:40:07,1,Preflop,Leq4/xIudAEdMyngRJB9rg,159.28,159.28,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
1035192,1035193,1035193,ftp-26325755306,2009-07-02,17:40:07,2,Preflop,NSFJ9oMzye0/IYdI+wQaHA,25.88,25.88,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035193,1035194,1035194,ftp-26325755306,2009-07-02,17:40:07,3,Preflop,OqVYDBkNL8ClJzQKysFvTw,64.48,64.48,call,1.0,False,1.0,1.4,0.0,5,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,1,call,0,0,1,0,0,0,0,False,True
1035194,1035195,1035195,ftp-26325755306,2009-07-02,17:40:07,4,Preflop,y1cgqbImyNeIBV2S0w3slg,86.56,86.56,fold,0.0,False,1.0,2.4,0.0,5,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,0,fold,0,0,0,0,0,1,0,False,True
1035195,1035196,1035196,ftp-26325755306,2009-07-02,17:40:07,5,Preflop,mbbu2M2TNLBhVnx1iClY2g,126.88,126.88,fold,0.0,False,1.0,2.4,0.0,4,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035196,1035197,1035197,ftp-26325755306,2009-07-02,17:40:07,6,Preflop,NPiiSSyohKGe47CZqe88NA,116.44,116.04,fold,0.0,False,1.0,2.4,0.0,3,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035197,1035198,1035198,ftp-26325755306,2009-07-02,17:40:07,1,Preflop,Leq4/xIudAEdMyngRJB9rg,159.28,158.28,check,0.0,False,1.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,3,check,0,0,0,1,0,0,0,False,True
1035198,1035199,1035199,ftp-26325755306,2009-07-02,17:40:07,1,Flop,Leq4/xIudAEdMyngRJB9rg,159.28,158.28,check,0.0,False,0.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,3,,,38.0,23.0,27.0,,,3,check,0,0,0,1,0,0,0,False,True
1035199,1035200,1035200,ftp-26325755306,2009-07-02,17:40:07,3,Flop,OqVYDBkNL8ClJzQKysFvTw,64.48,63.48,check,0.0,False,0.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,3,,,38.0,23.0,27.0,,,1,check,0,0,0,1,0,0,0,False,True
1035200,1035201,1035201,ftp-26325755306,2009-07-02,17:40:07,1,Turn,Leq4/xIudAEdMyngRJB9rg,159.28,158.28,bet,2.4,False,0.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,4,,,38.0,23.0,27.0,19.0,,3,bet,1,0,0,0,0,0,0,True,False
1035201,1035202,1035202,ftp-26325755306,2009-07-02,17:40:07,3,Turn,OqVYDBkNL8ClJzQKysFvTw,64.48,63.48,call,2.4,False,2.4,4.8,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,4,,,38.0,23.0,27.0,19.0,,1,call,0,0,1,0,0,0,0,False,True
1035202,1035203,1035203,ftp-26325755306,2009-07-02,17:40:07,1,River,Leq4/xIudAEdMyngRJB9rg,159.28,155.88,bet,7.2,False,0.0,7.2,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,5,,,38.0,23.0,27.0,19.0,22.0,3,bet,1,0,0,0,0,0,0,True,False
1035203,1035204,1035204,ftp-26325755306,2009-07-02,17:40:07,3,River,OqVYDBkNL8ClJzQKysFvTw,64.48,61.08,fold,0.0,False,7.2,14.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,5,,,38.0,23.0,27.0,19.0,22.0,1,fold,0,0,0,0,0,1,0,False,True
1035204,1035205,1035205,ftp-26325762062,2009-07-02,17:40:18,1,Preflop,GTMtmjV5D7t0x7oVRX2Ncg,28.48,28.48,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,44.0,48.0,,,,,,4,blind,0,1,0,0,0,0,0,False,True
1035205,1035206,1035206,ftp-26325762062,2009-07-02,17:40:18,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,99.8,99.8,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
1035206,1035207,1035207,ftp-26325762062,2009-07-02,17:40:18,3,Preflop,bSfADh2wYiitH2HnnP21Tw,150.36,150.36,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035207,1035208,1035208,ftp-26325762062,2009-07-02,17:40:18,4,Preflop,c+MaGxythv/UW5mNzJBaWw,120.88,120.88,raise,3.4,False,1.0,1.4,0.0,5,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,29.0,20.0,,,,,,1,raise,0,0,0,0,0,0,1,True,False
1035208,1035209,1035209,ftp-26325762062,2009-07-02,17:40:18,5,Preflop,6MMWMAx3ZJxSPBxvzMFUkA,90.4,90.4,fold,0.0,False,3.4,4.8,0.0,5,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,0,fold,0,0,0,0,0,1,0,False,True
1035209,1035210,1035210,ftp-26325762062,2009-07-02,17:40:18,6,Preflop,LhABvkZcYBxPlh1d2RWHYA,242.08,242.08,fold,0.0,False,3.4,4.8,0.0,4,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035210,1035211,1035211,ftp-26325762062,2009-07-02,17:40:18,1,Preflop,GTMtmjV5D7t0x7oVRX2Ncg,28.48,28.08,raise,28.48,True,3.4,4.8,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,44.0,48.0,,,,,,4,raise,0,0,0,0,0,0,1,True,False
1035211,1035212,1035212,ftp-26325762062,2009-07-02,17:40:18,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,99.8,98.8,fold,0.0,False,28.48,33.28,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,3,fold,0,0,0,0,0,1,0,False,True
1035212,1035213,1035213,ftp-26325762062,2009-07-02,17:40:18,4,Preflop,c+MaGxythv/UW5mNzJBaWw,120.88,117.48,call,25.08,False,28.48,33.28,3.4,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,29.0,20.0,,,,,,1,call,0,0,1,0,0,0,0,False,True
1035213,1035214,1035214,ftp-26325763730,2009-07-02,17:40:21,6,Preflop,zOXKksJ83qXMVPvlCMNOxg,200.0,200.0,blind,0.4,False,0.0,0.0,0.0,9,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
1035214,1035215,1035215,ftp-26325763730,2009-07-02,17:40:21,7,Preflop,/51G7tWWpQlCS2v5t6cwjQ,60.0,60.0,blind,1.0,False,0.4,0.4,0.0,9,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
1035215,1035216,1035216,ftp-26325763730,2009-07-02,17:40:21,8,Preflop,qJgpzHS3vV9GaS9QmGm59A,136.04,136.04,fold,0.0,False,1.0,1.4,0.0,9,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,4,fold,0,0,0,0,0,1,0,False,True
1035216,1035217,1035217,ftp-26325763730,2009-07-02,17:40:21,9,Preflop,+UCNKWoSQR7K6ZbRrDDtAQ,110.24,110.24,fold,0.0,False,1.0,1.4,0.0,8,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,5,fold,0,0,0,0,0,1,0,False,True
1035217,1035218,1035218,ftp-26325763730,2009-07-02,17:40:21,1,Preflop,LlZWNRKztn2x+tHklWpNwQ,173.48,173.48,fold,0.0,False,1.0,1.4,0.0,7,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,3,fold,0,0,0,0,0,1,0,False,True
1035218,1035219,1035219,ftp-26325763730,2009-07-02,17:40:21,2,Preflop,1MfmAyD+j5SiAc28mnJi8A,263.28,263.28,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035219,1035220,1035220,ftp-26325763730,2009-07-02,17:40:21,3,Preflop,IoLDvFJhMz44M6Is31rIAg,94.6,94.6,fold,0.0,False,1.0,1.4,0.0,5,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035220,1035221,1035221,ftp-26325763730,2009-07-02,17:40:21,5,Preflop,/XswgqiP00i5luBYghwBjQ,101.4,101.4,fold,0.0,False,1.0,1.4,0.0,4,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035221,1035222,1035222,ftp-26325763730,2009-07-02,17:40:21,6,Preflop,zOXKksJ83qXMVPvlCMNOxg,200.0,199.6,raise,2.6,False,1.0,1.4,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,2,raise,0,0,0,0,0,0,1,True,False
1035222,1035223,1035223,ftp-26325763730,2009-07-02,17:40:21,7,Preflop,/51G7tWWpQlCS2v5t6cwjQ,60.0,59.0,call,1.6,False,2.6,4.0,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,3,call,0,0,1,0,0,0,0,False,True
1035223,1035224,1035224,ftp-26325763730,2009-07-02,17:40:21,6,Flop,zOXKksJ83qXMVPvlCMNOxg,200.0,197.0,bet,3.0,False,0.0,5.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,3,,,42.0,9.0,49.0,,,2,bet,1,0,0,0,0,0,0,True,False
1035224,1035225,1035225,ftp-26325763730,2009-07-02,17:40:21,7,Flop,/51G7tWWpQlCS2v5t6cwjQ,60.0,57.4,call,3.0,False,3.0,8.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,3,,,42.0,9.0,49.0,,,3,call,0,0,1,0,0,0,0,False,True
1035225,1035226,1035226,ftp-26325763730,2009-07-02,17:40:21,6,Turn,zOXKksJ83qXMVPvlCMNOxg,200.0,194.0,check,0.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,4,,,42.0,9.0,49.0,17.0,,2,check,0,0,0,1,0,0,0,False,True
1035226,1035227,1035227,ftp-26325763730,2009-07-02,17:40:21,7,Turn,/51G7tWWpQlCS2v5t6cwjQ,60.0,54.4,check,0.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,4,,,42.0,9.0,49.0,17.0,,3,check,0,0,0,1,0,0,0,False,True
1035227,1035228,1035228,ftp-26325763730,2009-07-02,17:40:21,6,River,zOXKksJ83qXMVPvlCMNOxg,200.0,194.0,check,0.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,5,,,42.0,9.0,49.0,17.0,46.0,2,check,0,0,0,1,0,0,0,False,True
1035228,1035229,1035229,ftp-26325763730,2009-07-02,17:40:21,7,River,/51G7tWWpQlCS2v5t6cwjQ,60.0,54.4,bet,10.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,5,,,42.0,9.0,49.0,17.0,46.0,3,bet,1,0,0,0,0,0,0,True,False
1035229,1035230,1035230,ftp-26325763730,2009-07-02,17:40:21,6,River,zOXKksJ83qXMVPvlCMNOxg,200.0,194.0,fold,0.0,False,10.0,21.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,5,,,42.0,9.0,49.0,17.0,46.0,2,fold,0,0,0,0,0,1,0,False,True
1035230,1035231,1035231,ftp-26325769058,2009-07-02,17:40:30,3,Preflop,b9hRA7JMe1FpxkhD964qRQ,142.48,142.48,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
1035231,1035232,1035232,ftp-26325769058,2009-07-02,17:40:30,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,137.44,137.44,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
1035232,1035233,1035233,ftp-26325769058,2009-07-02,17:40:30,5,Preflop,0lJs92fhTwhwEWKPgsoK0w,257.0,257.0,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,4,fold,0,0,0,0,0,1,0,False,True
1035233,1035234,1035234,ftp-26325769058,2009-07-02,17:40:30,6,Preflop,bJPCtp3yu6fdRku3VYXNfg,213.92,213.92,fold,0.0,False,1.0,1.4,0.0,5,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,5,fold,0,0,0,0,0,1,0,False,True
1035234,1035235,1035235,ftp-26325769058,2009-07-02,17:40:30,1,Preflop,KnQOfxHexPbSR0wIVHZJEQ,100.0,100.0,raise,3.4,False,1.0,1.4,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,5.0,17.0,,,,,,0,raise,0,0,0,0,0,0,1,True,False
1035235,1035236,1035236,ftp-26325769058,2009-07-02,17:40:30,2,Preflop,SDjZxu4khl8DPsvw9bUykA,267.76,267.76,fold,0.0,False,3.4,4.8,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035236,1035237,1035237,ftp-26325769058,2009-07-02,17:40:30,3,Preflop,b9hRA7JMe1FpxkhD964qRQ,142.48,142.08,fold,0.0,False,3.4,4.8,0.0,3,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035237,1035238,1035238,ftp-26325769058,2009-07-02,17:40:30,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,137.44,136.44,call,2.4,False,3.4,4.8,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,3,call,0,0,1,0,0,0,0,False,True
1035238,1035239,1035239,ftp-26325769058,2009-07-02,17:40:30,4,Flop,Vv4olLB0aIAbO8Fri7F/CQ,137.44,134.04,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,3,,,18.0,2.0,10.0,,,3,check,0,0,0,1,0,0,0,False,True
1035239,1035240,1035240,ftp-26325769058,2009-07-02,17:40:30,1,Flop,KnQOfxHexPbSR0wIVHZJEQ,100.0,96.6,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,3,5.0,17.0,18.0,2.0,10.0,,,0,check,0,0,0,1,0,0,0,False,True
1035240,1035241,1035241,ftp-26325769058,2009-07-02,17:40:30,4,Turn,Vv4olLB0aIAbO8Fri7F/CQ,137.44,134.04,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,4,,,18.0,2.0,10.0,41.0,,3,check,0,0,0,1,0,0,0,False,True
1035241,1035242,1035242,ftp-26325769058,2009-07-02,17:40:30,1,Turn,KnQOfxHexPbSR0wIVHZJEQ,100.0,96.6,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,4,5.0,17.0,18.0,2.0,10.0,41.0,,0,check,0,0,0,1,0,0,0,False,True
1035242,1035243,1035243,ftp-26325769058,2009-07-02,17:40:30,4,River,Vv4olLB0aIAbO8Fri7F/CQ,137.44,134.04,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,5,,,18.0,2.0,10.0,41.0,46.0,3,check,0,0,0,1,0,0,0,False,True
1035243,1035244,1035244,ftp-26325769058,2009-07-02,17:40:30,1,River,KnQOfxHexPbSR0wIVHZJEQ,100.0,96.6,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,5,5.0,17.0,18.0,2.0,10.0,41.0,46.0,0,check,0,0,0,1,0,0,0,False,True
1035244,1035245,1035245,ftp-26325779918,2009-07-02,17:40:48,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,98.8,98.8,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
1035245,1035246,1035246,ftp-26325779918,2009-07-02,17:40:48,3,Preflop,bSfADh2wYiitH2HnnP21Tw,150.36,150.36,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,45.0,32.0,,,,,,3,blind,0,1,0,0,0,0,0,False,True
1035246,1035247,1035247,ftp-26325779918,2009-07-02,17:40:48,4,Preflop,c+MaGxythv/UW5mNzJBaWw,92.4,92.4,raise,3.4,False,1.0,1.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,4,raise,0,0,0,0,0,0,1,True,False
1035247,1035248,1035248,ftp-26325779918,2009-07-02,17:40:48,5,Preflop,6MMWMAx3ZJxSPBxvzMFUkA,90.4,90.4,fold,0.0,False,3.4,4.8,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,5,fold,0,0,0,0,0,1,0,False,True
1035248,1035249,1035249,ftp-26325779918,2009-07-02,17:40:48,6,Preflop,LhABvkZcYBxPlh1d2RWHYA,242.08,242.08,fold,0.0,False,3.4,4.8,0.0,5,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,6,fold,0,0,0,0,0,1,0,False,True
1035249,1035250,1035250,ftp-26325779918,2009-07-02,17:40:48,1,Preflop,GTMtmjV5D7t0x7oVRX2Ncg,55.08,55.08,call,3.4,False,3.4,4.8,0.0,4,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,1,call,0,0,1,0,0,0,0,False,True
1035250,1035251,1035251,ftp-26325779918,2009-07-02,17:40:48,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,98.8,98.4,fold,0.0,False,3.4,8.2,0.0,4,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035251,1035252,1035252,ftp-26325779918,2009-07-02,17:40:48,3,Preflop,bSfADh2wYiitH2HnnP21Tw,150.36,149.36,call,2.4,False,3.4,8.2,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,45.0,32.0,,,,,,3,call,0,0,1,0,0,0,0,False,True
1035252,1035253,1035253,ftp-26325779918,2009-07-02,17:40:48,3,Flop,bSfADh2wYiitH2HnnP21Tw,150.36,146.96,check,0.0,False,0.0,10.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,45.0,32.0,47.0,18.0,12.0,,,3,check,0,0,0,1,0,0,0,False,True
1035253,1035254,1035254,ftp-26325779918,2009-07-02,17:40:48,4,Flop,c+MaGxythv/UW5mNzJBaWw,92.4,89.0,check,0.0,False,0.0,10.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,4,check,0,0,0,1,0,0,0,False,True
1035254,1035255,1035255,ftp-26325779918,2009-07-02,17:40:48,1,Flop,GTMtmjV5D7t0x7oVRX2Ncg,55.08,51.68,bet,2.0,False,0.0,10.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,1,bet,1,0,0,0,0,0,0,True,False
1035255,1035256,1035256,ftp-26325779918,2009-07-02,17:40:48,3,Flop,bSfADh2wYiitH2HnnP21Tw,150.36,146.96,raise,10.0,False,2.0,12.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,45.0,32.0,47.0,18.0,12.0,,,3,raise,0,0,0,0,0,0,1,True,False
1035256,1035257,1035257,ftp-26325779918,2009-07-02,17:40:48,4,Flop,c+MaGxythv/UW5mNzJBaWw,92.4,89.0,fold,0.0,False,10.0,22.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,4,fold,0,0,0,0,0,1,0,False,True
1035257,1035258,1035258,ftp-26325779918,2009-07-02,17:40:48,1,Flop,GTMtmjV5D7t0x7oVRX2Ncg,55.08,49.68,call,8.0,False,10.0,22.6,2.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,1,call,0,0,1,0,0,0,0,False,True
1035258,1035259,1035259,ftp-26325779918,2009-07-02,17:40:48,3,Turn,bSfADh2wYiitH2HnnP21Tw,150.36,136.96,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,4,45.0,32.0,47.0,18.0,12.0,29.0,,3,check,0,0,0,1,0,0,0,False,True
1035259,1035260,1035260,ftp-26325779918,2009-07-02,17:40:48,1,Turn,GTMtmjV5D7t0x7oVRX2Ncg,55.08,41.68,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,4,,,47.0,18.0,12.0,29.0,,1,check,0,0,0,1,0,0,0,False,True
1035260,1035261,1035261,ftp-26325779918,2009-07-02,17:40:48,3,River,bSfADh2wYiitH2HnnP21Tw,150.36,136.96,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,5,45.0,32.0,47.0,18.0,12.0,29.0,24.0,3,check,0,0,0,1,0,0,0,False,True
1035261,1035262,1035262,ftp-26325779918,2009-07-02,17:40:48,1,River,GTMtmjV5D7t0x7oVRX2Ncg,55.08,41.68,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,5,,,47.0,18.0,12.0,29.0,24.0,1,check,0,0,0,1,0,0,0,False,True
1035262,1035263,1035263,ftp-26325789384,2009-07-02,17:41:03,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,134.04,134.04,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
1035263,1035264,1035264,ftp-26325789384,2009-07-02,17:41:03,5,Preflop,0lJs92fhTwhwEWKPgsoK0w,257.0,257.0,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
1035264,1035265,1035265,ftp-26325789384,2009-07-02,17:41:03,6,Preflop,bJPCtp3yu6fdRku3VYXNfg,213.92,213.92,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,4,fold,0,0,0,0,0,1,0,False,True
1035265,1035266,1035266,ftp-26325789384,2009-07-02,17:41:03,1,Preflop,KnQOfxHexPbSR0wIVHZJEQ,103.44,103.44,fold,0.0,False,1.0,1.4,0.0,5,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035266,1035267,1035267,ftp-26325789384,2009-07-02,17:41:03,2,Preflop,SDjZxu4khl8DPsvw9bUykA,267.76,267.76,raise,4.0,False,1.0,1.4,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,0,raise,0,0,0,0,0,0,1,True,False
1035267,1035268,1035268,ftp-26325789384,2009-07-02,17:41:03,3,Preflop,b9hRA7JMe1FpxkhD964qRQ,142.08,142.08,fold,0.0,False,4.0,5.4,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
1035268,1035269,1035269,ftp-26325789384,2009-07-02,17:41:03,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,134.04,133.64,fold,0.0,False,4.0,5.4,0.0,3,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
1035269,1035270,1035270,ftp-26325789384,2009-07-02,17:41:03,5,Preflop,0lJs92fhTwhwEWKPgsoK0w,257.0,256.0,fold,0.0,False,4.0,5.4,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,3,fold,0,0,0,0,0,1,0,False,True
